Segment_ID,Oithona similis,Copepoda,Amphipoda,Chaetognatha,Euphausiidae,Foraminifera,Fritillaria spp.,Oikopleura spp.,Ostracoda,Pteropods,Other
AA_283.0_24-Feb-2005_21:20,4,1,1,0,1,7,0,0,0,1,0
AA_283.0_24-Feb-2005_21:49,4,4,0,0,3,14,0,0,0,0,0
AA_283.0_24-Feb-2005_22:18,6,6,1,0,5,6,0,0,0,40,0
AA_283.0_24-Feb-2005_22:47,0,9,0,0,2,6,0,1,0,80,0
AA_283.0_24-Feb-2005_23:30,8,5,2,0,17,37,0,0,0,54,0
AA_284.0_25-Feb-2005_00:07,1,0,0,0,0,21,0,0,0,0,0
AA_284.0_25-Feb-2005_00:36,2,0,0,0,0,21,0,0,0,4,0
AA_284.0_25-Feb-2005_01:07,3,0,0,0,0,39,0,0,0,0,0
AA_284.0_25-Feb-2005_01:36,2,1,0,0,0,25,0,0,0,0,0
AA_284.0_25-Feb-2005_02:06,2,4,0,0,0,37,0,0,0,0,0
AA_284.0_25-Feb-2005_02:35,3,3,0,0,0,30,0,0,0,0,0
AA_284.0_25-Feb-2005_03:04,0,2,0,0,0,16,0,0,0,0,0
AA_284.0_25-Feb-2005_03:32,3,0,0,0,0,39,0,0,0,0,0
AA_284.0_25-Feb-2005_03:59,0,1,0,0,0,42,0,0,0,0,0
AA_284.0_25-Feb-2005_04:27,0,0,0,0,0,22,0,0,0,0,0
AA_284.0_25-Feb-2005_04:59,0,1,0,0,1,34,0,0,0,0,0
AA_284.0_25-Feb-2005_05:25,3,1,0,0,0,25,0,1,0,0,0
AA_284.0_25-Feb-2005_05:50,1,1,0,0,0,16,0,0,0,0,0
AA_284.0_25-Feb-2005_06:17,0,1,0,0,0,30,0,0,0,0,0
AA_284.0_25-Feb-2005_06:43,0,0,0,0,0,28,0,0,0,0,0
AA_284.0_25-Feb-2005_07:09,0,2,0,0,0,27,0,0,0,0,0
AA_284.0_25-Feb-2005_07:36,1,0,0,0,0,29,0,0,0,0,0
AA_284.0_25-Feb-2005_08:03,0,2,0,0,0,28,0,0,0,0,0
AA_284.0_25-Feb-2005_08:30,4,1,0,0,2,27,0,0,1,1,0
AA_284.0_25-Feb-2005_08:57,2,1,0,0,0,29,0,0,0,0,0
AA_284.0_25-Feb-2005_09:23,0,1,0,0,0,4,0,0,0,0,0
AA_284.0_25-Feb-2005_09:50,1,9,0,0,0,19,0,0,0,1,0
AA_284.0_25-Feb-2005_10:17,0,18,0,0,1,13,0,0,7,0,0
AA_284.0_25-Feb-2005_10:44,1,26,2,0,0,4,0,0,5,0,0
AA_284.0_25-Feb-2005_11:11,8,72,2,0,0,4,0,0,2,2,0
AA_284.0_25-Feb-2005_11:37,8,148,0,2,0,12,0,0,4,2,0
AA_284.0_25-Feb-2005_12:04,39,81,0,0,1,13,0,0,3,1,0
AA_284.0_25-Feb-2005_12:31,38,140,3,0,4,7,0,0,0,18,0
AA_284.0_25-Feb-2005_12:58,20,98,0,0,0,8,0,0,0,38,0
AA_284.0_25-Feb-2005_13:24,30,155,3,0,4,6,0,0,0,44,0
AA_284.0_25-Feb-2005_13:51,10,117,2,1,0,5,0,0,1,36,3
AA_284.0_25-Feb-2005_14:17,69,100,0,1,5,9,0,0,3,38,0
AA_284.0_25-Feb-2005_14:45,32,119,2,1,1,12,0,0,1,4,0
AA_284.0_25-Feb-2005_15:14,19,128,3,1,2,15,0,0,1,5,1
AA_284.0_25-Feb-2005_15:40,12,163,0,0,0,6,0,0,0,10,0
AA_284.0_25-Feb-2005_16:06,10,148,1,1,2,18,0,0,4,12,0
AA_284.0_25-Feb-2005_16:32,24,146,0,0,5,8,0,0,2,14,0
AA_284.0_25-Feb-2005_16:59,9,100,3,1,2,10,0,0,4,16,0
AA_284.0_25-Feb-2005_17:25,15,81,4,2,0,14,0,3,2,21,0
AA_284.0_25-Feb-2005_17:51,5,110,1,0,0,12,0,0,2,9,0
AA_284.0_25-Feb-2005_18:17,3,71,1,4,1,11,0,0,1,2,1
AA_284.0_25-Feb-2005_18:43,7,89,2,2,0,17,0,3,0,7,0
AA_284.0_25-Feb-2005_19:09,1,48,2,0,4,17,0,2,3,1,0
AA_284.0_25-Feb-2005_19:35,2,49,1,2,2,22,0,1,3,4,0
AA_284.0_25-Feb-2005_20:00,4,66,0,1,2,23,0,3,3,0,0
AA_284.0_25-Feb-2005_20:25,2,35,0,1,0,20,0,0,1,2,0
AA_284.0_25-Feb-2005_20:50,3,8,0,3,7,5,0,2,0,1,0
AA_284.0_25-Feb-2005_21:16,1,13,0,1,2,3,0,1,1,0,0
AA_284.0_25-Feb-2005_21:41,2,11,1,0,1,1,0,3,0,0,1
AA_284.0_25-Feb-2005_22:06,2,15,0,1,0,13,0,0,0,5,0
AA_284.0_25-Feb-2005_22:30,2,2,0,0,3,26,0,0,0,0,1
AA_284.0_25-Feb-2005_22:55,0,0,0,0,4,19,0,0,0,0,0
AA_284.0_25-Feb-2005_23:19,1,5,0,1,10,17,0,0,0,0,0
AA_284.0_25-Feb-2005_23:43,1,3,0,0,3,7,0,0,0,2,0
AA_284.0_26-Feb-2005_00:08,6,18,0,0,0,11,0,2,0,0,1
AA_284.0_26-Feb-2005_00:32,9,25,0,0,6,17,0,1,0,0,0
AA_284.0_26-Feb-2005_00:56,4,13,0,0,3,9,0,0,0,1,0
AA_284.0_26-Feb-2005_01:19,4,20,0,0,1,5,0,0,0,0,0
AA_284.0_26-Feb-2005_01:43,9,25,0,0,2,5,0,0,0,0,0
AA_284.0_26-Feb-2005_02:07,6,18,1,0,3,15,0,0,0,0,0
AA_284.0_26-Feb-2005_02:31,6,10,0,0,3,22,0,0,0,0,0
AA_284.0_26-Feb-2005_02:54,8,19,0,0,8,11,0,1,0,0,0
AA_284.0_26-Feb-2005_03:18,4,11,0,1,5,30,0,3,0,0,0
AA_284.0_26-Feb-2005_03:42,5,13,0,0,4,21,0,0,0,0,0
AA_284.0_26-Feb-2005_04:06,12,16,0,2,5,20,0,2,0,0,0
AA_284.0_26-Feb-2005_04:30,5,3,0,0,5,50,0,3,0,0,0
AA_284.0_26-Feb-2005_04:55,3,6,0,0,6,28,0,0,0,0,0
AA_284.0_26-Feb-2005_05:19,6,6,0,0,1,49,0,1,0,0,0
AA_284.0_26-Feb-2005_05:44,3,5,0,1,3,32,0,2,0,1,0
AA_284.0_26-Feb-2005_06:08,5,3,0,0,9,28,0,1,0,0,0
AA_284.0_26-Feb-2005_06:33,2,0,0,0,8,36,0,1,0,1,0
AA_284.0_26-Feb-2005_06:58,2,3,0,0,3,24,0,0,0,0,0
AA_284.0_26-Feb-2005_07:22,9,17,0,0,1,15,0,0,0,0,0
AA_284.0_26-Feb-2005_07:47,8,16,0,0,0,15,0,2,0,0,0
AA_284.0_26-Feb-2005_08:11,0,8,0,0,6,7,0,2,0,0,0
AA_284.0_26-Feb-2005_08:35,3,4,0,0,6,37,0,0,0,0,0
AA_284.0_26-Feb-2005_09:01,35,63,0,0,2,30,0,0,0,5,1
AA_284.0_26-Feb-2005_09:26,45,39,0,0,2,4,0,5,0,0,0
AA_284.0_26-Feb-2005_09:50,36,65,0,0,1,43,0,1,0,2,0
AA_284.0_26-Feb-2005_10:15,38,74,0,1,1,51,0,0,0,5,0
AA_284.0_26-Feb-2005_10:39,25,76,0,0,2,22,0,4,0,1,0
AA_284.0_26-Feb-2005_10:58,5,14,0,0,3,20,0,2,0,0,0
AA_285.0_28-Feb-2005_02:31,80,61,0,1,0,33,0,4,0,0,0
AA_285.0_28-Feb-2005_03:23,30,22,0,0,2,10,0,1,0,2,0
AA_285.0_28-Feb-2005_04:13,31,26,0,0,0,9,0,1,0,2,0
AA_285.0_28-Feb-2005_04:57,31,28,0,0,0,15,0,0,0,0,0
AA_285.0_28-Feb-2005_05:57,16,16,0,0,0,12,0,0,0,0,0
AA_285.0_28-Feb-2005_06:44,39,38,0,0,1,7,0,3,0,1,0
AA_285.0_28-Feb-2005_07:21,22,38,0,0,0,12,0,2,0,1,0
AA_285.0_28-Feb-2005_07:58,21,28,0,0,0,7,0,4,0,4,0
AA_285.0_28-Feb-2005_08:32,48,50,0,0,0,12,0,0,0,4,0
AA_285.0_28-Feb-2005_09:06,32,41,0,0,0,9,0,3,0,2,0
AA_285.0_28-Feb-2005_09:40,46,64,0,0,1,2,0,2,0,2,0
AA_285.0_28-Feb-2005_10:13,56,80,0,0,0,7,0,2,0,3,0
AA_285.0_28-Feb-2005_10:46,97,131,0,0,0,9,0,2,0,2,0
AA_285.0_28-Feb-2005_11:17,100,138,0,0,0,2,0,4,0,2,0
AA_285.0_28-Feb-2005_11:48,82,154,0,0,2,2,0,6,0,4,0
AA_285.0_28-Feb-2005_12:19,53,100,0,0,0,11,0,3,0,9,0
AA_285.0_28-Feb-2005_12:51,70,108,0,0,1,3,1,4,0,6,0
AA_285.0_28-Feb-2005_13:22,49,74,0,0,1,8,0,2,0,1,1
AA_285.0_28-Feb-2005_13:52,41,90,0,0,1,5,0,1,2,2,0
AA_285.0_28-Feb-2005_14:25,29,93,0,0,5,3,0,3,0,0,0
AA_285.0_28-Feb-2005_14:56,45,54,0,0,1,2,0,0,1,6,0
AA_285.0_28-Feb-2005_15:29,45,66,0,0,0,1,0,4,0,2,0
AA_285.0_28-Feb-2005_16:01,39,86,0,2,0,2,0,3,0,2,0
AA_285.0_28-Feb-2005_16:33,27,49,0,1,0,15,0,3,1,1,0
AA_285.0_28-Feb-2005_17:05,24,71,1,0,2,10,0,3,0,8,0
AA_285.0_28-Feb-2005_17:37,45,45,1,0,2,4,0,2,0,2,0
AA_285.0_28-Feb-2005_18:08,40,58,1,0,1,4,0,0,0,5,0
AA_285.0_28-Feb-2005_18:40,50,64,0,1,2,1,0,0,0,2,0
AA_285.0_28-Feb-2005_19:10,41,39,0,1,2,1,0,2,0,4,0
AA_285.0_28-Feb-2005_19:39,21,45,0,1,3,1,0,0,0,3,0
AA_285.0_28-Feb-2005_20:09,31,49,0,0,0,1,0,3,0,3,0
AA_285.0_28-Feb-2005_20:38,18,25,0,0,0,1,0,0,0,2,0
AA_285.0_28-Feb-2005_21:08,21,28,0,0,0,7,0,1,0,2,0
AA_285.0_28-Feb-2005_21:38,33,29,0,1,0,2,0,0,0,3,0
AA_285.0_28-Feb-2005_22:08,29,28,0,0,1,3,0,2,0,0,1
AA_285.0_28-Feb-2005_22:37,20,22,0,0,1,3,0,0,0,0,0
AA_285.0_28-Feb-2005_23:07,26,25,0,0,0,0,0,3,0,0,0
AA_285.0_28-Feb-2005_23:34,9,5,0,0,0,0,0,0,0,0,0
AA_285.0_28-Feb-2005_23:58,5,8,0,0,1,0,0,0,0,0,0
AA_285.0_01-Mar-2005_00:23,18,16,0,0,2,3,0,0,0,0,0
AA_285.0_01-Mar-2005_00:49,17,12,0,0,1,12,0,2,0,0,0
AA_285.0_01-Mar-2005_01:14,12,12,0,0,1,2,0,3,0,1,0
AA_285.0_01-Mar-2005_01:40,11,9,0,0,0,4,0,0,0,1,0
AA_285.0_01-Mar-2005_02:06,14,13,0,0,0,1,0,1,0,1,0
AA_285.0_01-Mar-2005_02:32,6,12,0,0,1,4,0,0,0,0,0
AA_285.0_01-Mar-2005_02:58,26,9,1,0,0,8,0,0,0,0,0
AA_285.0_01-Mar-2005_03:24,26,5,0,0,0,0,0,0,0,0,0
AA_285.0_01-Mar-2005_03:50,27,3,0,0,0,1,0,2,0,0,0
AA_285.0_01-Mar-2005_04:15,20,5,0,0,0,4,0,1,0,0,0
AA_285.0_01-Mar-2005_04:40,13,7,0,0,0,0,1,0,0,0,0
AA_285.0_01-Mar-2005_05:05,13,6,0,0,0,2,1,3,0,0,0
AA_285.0_01-Mar-2005_05:29,11,1,0,0,0,1,3,1,0,0,0
AA_285.0_01-Mar-2005_05:54,12,4,0,0,0,0,0,0,0,0,0
AA_285.0_01-Mar-2005_06:18,3,1,0,0,0,0,0,2,0,0,0
AA_285.0_01-Mar-2005_06:43,7,2,0,0,0,1,0,0,0,0,0
AA_285.0_01-Mar-2005_07:09,5,5,0,0,0,0,0,3,0,0,0
AA_285.0_01-Mar-2005_07:35,2,10,0,0,0,0,0,2,0,0,0
AA_285.0_01-Mar-2005_08:00,7,18,1,0,1,1,0,0,0,0,0
AA_285.0_01-Mar-2005_08:25,16,20,0,0,0,1,0,4,0,0,0
AA_285.0_01-Mar-2005_08:50,14,27,0,0,0,1,0,0,0,0,0
AA_285.0_01-Mar-2005_09:16,23,20,0,0,1,6,0,2,0,0,0
AA_285.0_01-Mar-2005_09:41,24,22,0,1,0,2,0,2,0,2,0
AA_285.0_01-Mar-2005_10:07,32,27,0,0,0,1,0,0,0,1,0
AA_285.0_01-Mar-2005_10:32,15,42,0,1,1,0,0,1,0,0,0
AA_285.0_01-Mar-2005_10:57,12,43,1,0,0,3,0,0,0,3,0
AA_285.0_01-Mar-2005_11:22,6,32,0,0,0,1,0,0,0,0,0
AA_285.0_01-Mar-2005_11:47,7,51,0,0,0,1,1,0,0,0,0
AA_285.0_01-Mar-2005_12:11,2,56,1,0,2,2,0,2,0,0,0
AA_285.0_01-Mar-2005_12:37,15,43,0,0,4,5,0,0,0,0,0
AA_285.0_01-Mar-2005_13:03,11,28,0,0,1,13,0,0,0,2,0
SH_286.0_14-Mar-2005_04:58,88,42,0,0,0,8,0,2,0,0,0
SH_286.0_14-Mar-2005_05:28,110,102,0,0,0,23,1,4,0,0,1
SH_286.0_14-Mar-2005_06:00,151,111,0,0,0,15,1,4,0,1,0
SH_286.0_14-Mar-2005_06:33,166,86,0,0,0,20,0,3,0,1,0
SH_286.0_14-Mar-2005_07:07,105,70,1,0,0,12,0,2,0,2,0
SH_286.0_14-Mar-2005_07:43,73,58,0,0,0,15,1,4,0,0,0
SH_286.0_14-Mar-2005_08:20,93,45,0,0,1,22,0,1,0,0,0
SH_286.0_14-Mar-2005_08:57,206,69,0,0,0,18,1,4,0,0,0
SH_286.0_14-Mar-2005_09:31,174,71,0,0,0,18,0,3,0,0,0
SH_286.0_14-Mar-2005_10:04,151,61,1,0,0,10,0,1,0,1,0
SH_286.0_14-Mar-2005_10:34,196,89,1,0,0,12,1,4,0,0,0
SH_286.0_14-Mar-2005_11:06,171,137,0,0,2,21,0,2,0,0,0
SH_286.0_14-Mar-2005_11:41,52,54,0,0,1,13,0,1,0,0,0
SH_286.0_14-Mar-2005_12:30,87,51,1,0,0,11,0,3,0,0,0
SH_286.0_14-Mar-2005_12:57,155,81,0,0,0,9,0,3,0,0,0
SH_286.0_14-Mar-2005_13:26,213,186,0,0,1,11,0,0,0,0,0
SH_286.0_14-Mar-2005_13:58,154,167,0,0,0,12,0,0,0,0,0
SH_286.0_14-Mar-2005_14:27,130,92,0,0,2,37,1,4,0,2,0
SH_286.0_14-Mar-2005_14:57,163,72,1,0,2,13,0,1,0,0,0
SH_286.0_14-Mar-2005_15:27,147,92,0,0,3,4,0,0,0,0,0
SH_286.0_14-Mar-2005_15:57,90,74,1,0,3,5,0,0,0,1,0
SH_286.0_14-Mar-2005_16:27,160,99,1,0,0,6,0,1,0,0,0
SH_286.0_14-Mar-2005_16:56,121,92,0,0,6,6,0,0,0,0,0
SH_286.0_14-Mar-2005_17:25,89,70,0,0,1,7,0,0,0,0,0
SH_286.0_14-Mar-2005_17:54,80,40,0,0,0,12,0,0,0,0,0
SH_286.0_14-Mar-2005_18:18,51,29,0,0,1,6,0,0,0,0,0
SH_286.0_14-Mar-2005_18:40,38,30,0,0,1,4,0,0,0,0,0
SH_286.0_14-Mar-2005_19:02,16,15,0,0,0,4,0,0,0,0,0
SH_286.0_14-Mar-2005_19:24,22,19,0,0,0,6,0,1,0,0,0
SH_286.0_14-Mar-2005_19:45,22,11,0,0,0,11,0,0,0,0,0
SH_286.0_14-Mar-2005_20:13,10,5,0,0,0,3,0,0,0,0,0
SH_286.0_14-Mar-2005_20:35,12,5,1,0,0,2,0,0,0,0,0
SH_286.0_14-Mar-2005_20:57,9,7,0,0,0,3,0,1,0,0,0
SH_286.0_14-Mar-2005_21:19,7,7,0,0,0,3,0,1,0,0,1
SH_286.0_14-Mar-2005_21:40,10,8,0,0,0,0,0,1,0,0,0
SH_286.0_14-Mar-2005_22:01,6,12,0,0,2,2,0,0,0,0,0
SH_286.0_14-Mar-2005_22:22,8,23,0,0,3,2,0,0,0,0,0
SH_286.0_14-Mar-2005_22:44,10,26,0,0,2,2,0,0,0,0,0
SH_286.0_14-Mar-2005_23:20,9,17,0,0,4,5,0,0,0,0,0
SH_286.0_14-Mar-2005_23:42,20,27,1,0,4,13,0,0,0,0,0
SH_286.0_15-Mar-2005_00:04,6,5,0,0,0,2,0,0,0,0,0
SH_286.0_15-Mar-2005_00:26,15,3,0,0,1,1,0,0,0,0,0
SH_286.0_15-Mar-2005_00:49,7,3,0,0,0,3,0,1,0,0,0
SH_286.0_15-Mar-2005_01:12,12,8,0,0,0,2,0,0,0,0,0
SH_286.0_15-Mar-2005_01:34,3,3,0,0,0,0,0,0,0,0,0
SH_286.0_15-Mar-2005_01:56,6,4,0,0,0,1,0,0,0,0,1
SH_286.0_15-Mar-2005_02:18,7,4,0,0,0,0,0,0,0,0,0
SH_286.0_15-Mar-2005_02:35,5,3,0,0,0,4,0,0,0,0,0
SH_287.0_15-Mar-2005_06:52,3,4,0,0,0,4,0,1,0,0,0
SH_287.0_15-Mar-2005_07:17,6,4,0,0,0,2,0,2,0,0,1
SH_287.0_15-Mar-2005_07:41,9,8,0,0,2,2,0,4,0,0,0
SH_287.0_15-Mar-2005_08:04,32,28,0,4,2,14,1,9,0,0,2
SH_287.0_15-Mar-2005_08:26,42,41,0,1,0,11,0,4,0,0,0
SH_287.0_15-Mar-2005_08:48,14,11,0,1,0,4,0,5,0,0,0
SH_287.0_15-Mar-2005_09:08,8,15,0,2,0,2,0,1,0,11,0
SH_287.0_15-Mar-2005_09:28,9,17,0,0,10,3,1,3,0,10,0
SH_287.0_15-Mar-2005_09:51,13,53,0,0,3,1,0,1,2,1,0
SH_287.0_15-Mar-2005_10:11,18,66,0,0,1,6,1,5,3,2,0
SH_287.0_15-Mar-2005_10:32,30,104,2,2,2,5,1,5,1,0,0
SH_287.0_15-Mar-2005_10:56,21,46,0,2,0,2,1,5,1,0,0
SH_287.0_15-Mar-2005_11:20,24,66,1,0,2,2,0,2,1,0,0
SH_287.0_15-Mar-2005_11:45,26,72,1,3,3,6,0,4,1,1,0
SH_287.0_15-Mar-2005_12:11,49,75,0,5,8,23,2,13,4,3,1
SH_287.0_15-Mar-2005_12:38,52,110,1,4,9,15,1,9,3,5,0
SH_287.0_15-Mar-2005_13:07,37,114,1,4,12,3,0,5,6,0,1
SH_287.0_15-Mar-2005_13:36,51,123,1,7,11,4,0,1,6,2,0
SH_287.0_15-Mar-2005_14:05,37,101,0,3,10,7,1,4,7,2,1
SH_287.0_15-Mar-2005_14:22,32,95,1,5,23,6,2,7,6,4,0
SH_287.0_15-Mar-2005_14:40,55,92,3,6,6,12,1,9,4,3,0
SH_287.0_15-Mar-2005_14:57,47,96,2,3,6,14,3,12,6,2,0
SH_287.0_15-Mar-2005_15:15,45,117,3,3,3,13,1,5,9,4,0
SH_287.0_15-Mar-2005_15:33,46,79,4,3,3,5,0,4,6,1,0
SH_287.0_15-Mar-2005_15:51,25,48,3,1,0,5,0,2,5,1,0
SH_287.0_15-Mar-2005_16:09,17,87,3,1,1,4,0,2,1,0,2
SH_287.0_15-Mar-2005_16:27,35,113,2,4,1,10,1,5,1,1,0
SH_287.0_15-Mar-2005_16:46,40,180,2,6,3,10,0,4,3,2,0
SH_287.0_15-Mar-2005_17:04,49,192,2,9,2,7,2,9,2,5,1
SH_287.0_15-Mar-2005_17:22,41,168,4,7,2,9,1,6,1,12,0
SH_287.0_15-Mar-2005_17:40,54,145,3,4,1,4,2,10,0,2,0
SH_287.0_15-Mar-2005_17:58,55,118,5,4,2,10,7,12,1,7,0
SH_287.0_15-Mar-2005_18:15,40,112,1,1,0,3,2,8,3,1,0
SH_287.0_15-Mar-2005_18:32,17,49,1,0,2,4,0,3,2,2,0
SH_287.0_15-Mar-2005_18:49,8,17,0,2,0,1,1,3,1,1,0
SH_287.0_15-Mar-2005_19:07,13,18,1,0,0,4,0,2,0,0,0
SH_287.0_15-Mar-2005_19:24,19,15,0,0,1,3,2,13,0,1,0
SH_287.0_15-Mar-2005_19:41,22,10,1,0,0,2,0,2,0,0,1
SH_287.0_15-Mar-2005_20:01,19,8,0,0,0,2,0,1,0,1,1
SH_287.0_15-Mar-2005_20:19,9,8,0,1,0,1,0,2,0,0,0
SH_287.0_15-Mar-2005_20:36,11,3,0,0,0,2,0,4,0,1,0
SH_287.0_15-Mar-2005_20:53,14,4,0,0,0,3,0,1,0,0,0
SH_287.0_15-Mar-2005_21:10,12,5,1,0,0,0,0,1,0,1,0
SH_287.0_15-Mar-2005_21:26,10,4,1,0,0,1,0,3,0,1,0
SH_287.0_15-Mar-2005_21:43,11,6,1,0,0,0,0,4,0,1,0
SH_287.0_15-Mar-2005_22:00,8,1,1,0,0,0,0,2,0,0,1
SH_287.0_15-Mar-2005_22:16,8,3,2,0,0,4,0,2,0,0,0
SH_287.0_15-Mar-2005_22:33,18,6,0,0,0,5,0,3,0,2,0
SH_287.0_15-Mar-2005_22:56,27,9,1,2,0,0,0,1,0,0,0
SH_287.0_15-Mar-2005_23:20,21,12,0,3,0,2,0,1,0,0,1
SH_287.0_15-Mar-2005_23:38,18,8,0,3,0,1,0,3,0,1,0
SH_287.0_15-Mar-2005_23:55,10,3,0,0,0,3,0,0,0,0,0
SH_287.0_16-Mar-2005_00:13,11,5,0,1,0,2,0,0,0,0,1
SH_287.0_16-Mar-2005_00:30,3,1,0,0,0,2,1,3,0,0,0
SH_287.0_16-Mar-2005_00:48,10,4,0,0,0,2,0,0,0,0,1
SH_287.0_16-Mar-2005_01:06,12,2,0,0,0,1,0,0,0,1,0
SH_287.0_16-Mar-2005_01:24,14,2,0,0,0,2,1,2,0,0,0
SH_287.0_16-Mar-2005_01:41,10,4,0,0,0,1,0,3,0,1,0
SH_287.0_16-Mar-2005_01:57,13,4,0,0,1,0,1,0,0,0,0
SH_287.0_16-Mar-2005_02:15,26,10,0,0,0,0,1,1,0,0,0
SH_287.0_16-Mar-2005_02:45,8,1,0,0,0,1,0,1,0,0,0
SH_288.0_16-Mar-2005_06:50,37,10,0,0,0,3,4,7,0,0,2
SH_288.0_16-Mar-2005_07:15,6,8,0,0,3,2,1,1,0,0,0
SH_288.0_16-Mar-2005_07:36,9,10,1,0,1,5,1,1,0,0,1
SH_288.0_16-Mar-2005_07:57,15,2,1,0,1,3,0,1,2,0,0
SH_288.0_16-Mar-2005_08:17,27,2,0,0,2,1,0,2,2,0,0
SH_288.0_16-Mar-2005_08:37,20,1,1,0,4,4,0,1,3,0,0
SH_288.0_16-Mar-2005_08:58,26,17,2,0,1,8,0,3,1,0,0
SH_288.0_16-Mar-2005_09:17,28,92,1,0,5,1,1,1,1,4,0
SH_288.0_16-Mar-2005_09:37,22,83,2,1,1,10,0,2,2,0,0
SH_288.0_16-Mar-2005_09:55,47,207,0,0,4,2,0,3,3,0,0
SH_288.0_16-Mar-2005_10:13,43,198,2,0,4,4,0,1,4,0,0
SH_288.0_16-Mar-2005_10:31,52,119,2,1,11,2,0,1,3,11,0
SH_288.0_16-Mar-2005_10:49,41,115,1,2,2,1,0,0,12,12,1
SH_288.0_16-Mar-2005_11:11,38,106,0,0,9,4,1,3,5,4,0
SH_288.0_16-Mar-2005_11:29,71,83,0,2,1,1,1,3,3,16,0
SH_288.0_16-Mar-2005_11:47,48,87,1,0,6,5,1,5,5,24,1
SH_288.0_16-Mar-2005_12:06,75,154,1,1,6,3,1,5,3,22,0
SH_288.0_16-Mar-2005_12:24,88,251,1,0,5,4,0,4,5,12,0
SH_288.0_16-Mar-2005_12:43,54,159,0,0,4,2,0,2,4,9,0
SH_288.0_16-Mar-2005_13:01,89,156,0,0,3,4,0,2,3,10,0
SH_288.0_16-Mar-2005_13:19,56,133,0,0,7,1,1,3,2,0,0
SH_288.0_16-Mar-2005_13:38,43,102,3,0,8,1,0,2,2,1,0
SH_288.0_16-Mar-2005_14:00,61,133,1,0,8,3,1,4,4,1,0
SH_288.0_16-Mar-2005_14:19,40,105,2,0,2,5,0,2,5,1,0
SH_288.0_16-Mar-2005_14:38,65,141,2,0,5,1,0,3,5,1,0
SH_288.0_16-Mar-2005_14:57,47,84,1,0,6,3,0,2,2,2,0
SH_288.0_16-Mar-2005_15:17,64,147,2,0,1,1,1,3,8,1,1
SH_288.0_16-Mar-2005_15:36,61,137,1,0,10,3,0,2,5,1,0
SH_288.0_16-Mar-2005_15:55,39,108,0,0,3,1,2,2,2,1,0
SH_288.0_16-Mar-2005_16:14,83,277,0,0,5,6,0,1,4,0,0
SH_288.0_16-Mar-2005_16:33,86,244,4,0,8,4,2,6,2,0,0
SH_288.0_16-Mar-2005_16:52,64,286,3,0,9,6,0,4,1,0,0
SH_288.0_16-Mar-2005_17:12,70,353,2,0,17,4,0,4,2,0,1
SH_288.0_16-Mar-2005_17:31,50,239,2,0,14,6,0,2,1,0,2
SH_288.0_16-Mar-2005_17:50,56,229,1,1,16,9,1,3,1,0,1
SH_288.0_16-Mar-2005_18:08,70,192,0,2,14,3,0,1,0,0,0
SH_288.0_16-Mar-2005_18:27,49,193,1,1,6,16,1,3,2,0,1
SH_288.0_16-Mar-2005_18:45,47,115,2,1,6,11,0,1,1,1,0
SH_288.0_16-Mar-2005_19:04,46,23,1,0,4,6,0,3,3,0,0
SH_288.0_16-Mar-2005_19:23,42,11,2,1,6,11,0,3,1,1,0
SH_288.0_16-Mar-2005_19:42,16,6,2,0,8,5,0,3,0,0,0
SH_288.0_16-Mar-2005_20:05,11,3,0,0,25,18,1,4,0,1,0
SH_288.0_16-Mar-2005_20:23,28,1,0,3,34,22,0,2,1,0,0
SH_288.0_16-Mar-2005_20:42,15,4,0,0,2,6,0,1,0,2,0
SH_288.0_16-Mar-2005_21:01,16,1,0,0,0,2,0,3,0,1,0
SH_288.0_16-Mar-2005_21:20,12,3,0,0,0,5,0,0,0,2,0
SH_288.0_16-Mar-2005_21:39,27,6,0,0,0,8,0,1,0,0,0
SH_288.0_16-Mar-2005_21:58,43,5,0,0,0,11,0,1,0,0,0
SH_288.0_16-Mar-2005_22:17,28,5,0,0,2,2,0,1,0,0,0
SH_288.0_16-Mar-2005_22:35,14,0,0,0,1,5,0,0,0,0,0
SH_288.0_16-Mar-2005_23:03,30,9,0,1,1,6,0,1,0,0,0
SH_288.0_16-Mar-2005_23:26,14,2,0,0,1,6,0,0,0,0,0
SH_288.0_16-Mar-2005_23:45,7,3,0,1,2,3,0,0,0,0,0
SH_288.0_17-Mar-2005_00:03,8,2,0,1,1,1,0,0,0,0,0
SH_288.0_17-Mar-2005_00:22,4,1,0,0,0,3,0,1,0,0,1
SH_288.0_17-Mar-2005_00:41,2,0,0,0,1,2,0,0,0,0,0
SH_288.0_17-Mar-2005_01:00,2,0,0,0,0,4,0,1,0,0,0
SH_288.0_17-Mar-2005_01:19,6,1,1,0,0,4,0,0,0,0,0
SH_288.0_17-Mar-2005_01:37,3,2,0,0,0,4,0,0,0,1,0
SH_288.0_17-Mar-2005_01:56,4,1,0,0,0,3,0,1,0,2,0
SH_288.0_17-Mar-2005_02:15,3,0,0,0,0,6,0,1,0,0,0
SH_288.0_17-Mar-2005_02:45,6,5,0,0,0,5,0,0,0,1,0
AA_289.0_19-Mar-2005_03:42,1,6,0,0,0,8,0,0,0,0,0
AA_289.0_19-Mar-2005_04:05,1,2,0,0,0,3,0,0,0,0,0
AA_289.0_19-Mar-2005_04:28,0,1,0,0,0,1,1,1,0,0,0
